"author_id","created_at","id","lang","retweet_count","text"
"1378740064876961794","2022-08-08T00:53:22Z","1556443414987776003","und","0","@EduardoLeite_ 🥰"
"63118359","2022-08-08T00:47:47Z","1556442010097262592","pt","21","Importante fala \n@EdegarPretto\n agora #DebateNaBandRS sobre alimentação das nossas crianças e adolescentes nas escolas Precisamos combater fome que voltou com tudo e garantir alimentação escolar de qualidade e saudável via agricultura familiar #LulaOlivioPrettoRuas"
"71345429","2022-08-08T00:47:47Z","1556442010764050432","pt","0","@EduardoLeite_ Fechados com Eduardo Leite\n#DebateNaBandRS"
"566014967","2022-08-08T00:47:50Z","1556442024328454145","pt","0","Na sua primeira participação #DebateNaBandRS @VieiraPDT diz em que bases vai lidar com o endividamento Estado\n\n""Não será com privatizações""\n\nE completa temos que contestar INCLUSIVE JUDICIALMENTE essa dívida absurda com União""\n\nEsse é o meu Governador"
"1473874913610108934","2022-08-08T00:47:55Z","1556442044062732295","pt","0","Debate da Band RS Eduardo Leite mostra ser muito bem preparado ao responder os ataques de adversários com postura sabedoria e inteligência \n#eduardoleite\n#governors \n#riograndedosul\n#DebateNaBandRS"
"107854318","2022-08-08T00:50:00Z","1556442568488931328","pt","0","@EdegarPretto conhece o RS “de ponta ponta” e sabe das dificuldades enfrentadas mas também potencial de cada região por isso prioriza o diálogo e participação popular como nos gov de @Olivio_Dutra e @TarsoGenro RS #DebatenaBandRS #LulaOlivioPrettoRuas"
"130585038","2022-08-08T00:50:12Z","1556442619365974016","pt","1","#DebateNaBandRS\nO mais lúcido e com #conteúdo RS é @EduardoLeite_"
"101528637","2022-08-08T00:50:48Z","1556442771946348545","pt","0","@dimacgarcia @EduardoLeite_ Fora o restante"
"1062368820193566721","2022-08-08T00:51:06Z","1556442847116664835","en","2","Debate na Band RS com @onyxlorenzoni "
"344225712","2022-08-08T00:51:16Z","1556442889764454408","pt","0","Eu botei na Band BA e descobri que tem dois candidatos concorrentes governador meu amado Rio grande Sul Ou estou louca #DebateNaBandRS"
"809883120","2022-08-08T00:51:30Z","1556442946102349825","und","0","Boa @EdegarPretto "
"70859452","2022-08-08T00:51:14Z","1556442879911989250","pt","0","@Heinzeoficial @bandrs O senhor tem meu voto Vamos governador"
"2235596608","2022-08-08T00:53:05Z","1556443346326921219","pt","0","@EdegarPretto aprendeu com seus pais e também com @LulaOficial @Olivio_Dutra @TarsoGenro @DilmaBR e @PauloPaim mas fundamentalmente com o povo gaúcho que é preciso apenas de uma oportunidade para ser feliz #LulaOlivioPrettoRuas #DebatenaBandRS"
"1253763864988135426","2022-08-08T00:52:52Z","1556443290425331714","pt","0","Graças Deus que não tivemos um governo liberal RS\n#DebateNaBandRS"
"770704198350544897","2022-08-08T00:52:19Z","1556443154437574662","pt","0","@onyxlorenzoni tá bem demais nesse debate "
"3982962497","2022-08-08T00:52:29Z","1556443195256479744","pt","0","@EdegarPretto o melhor Neoliberal não se cria… ele responde na lata"
"89185084","2022-08-08T00:52:25Z","1556443176151425025","pt","0","@TradutordoBR Vou ver amanhã  Hoje estou vendo @onyxlorenzoni\nmeu candidato Rio Grande Sul"
"1046804906890399752","2022-08-08T00:50:58Z","1556442812828319746","pt","0","Edegar Pretto muito bem #DebateNaBandRS \n#RSqueOPovoQuer\n#LulaOlivioEdegarRuas"
"61208942","2022-08-08T00:52:56Z","1556443306787328001","pt","3","Não tem milagre Para ter mais saúde precisamos ter mais orçamento governo @TarsoGenro foi primeira vez que o estado aplicou 12 orçamento em saúde #DebatenaBandRS #LulaOlivioPrettoRuas"
"1368342563757977601","2022-08-08T00:52:24Z","1556443174171803648","pt","0","Edegar Pretto PT-RS dando aula de como se governa um estado#debatenabandrs"
"1529445932118556673","2022-08-08T00:47:58Z","1556442056779866118","pt","1","Grande fala @EdegarPretto\nsobre educação pública Ao contrário dos adversários que só falam em privatização da educação e como o deputado @TrzeciakDaniel partido @EduardoLeite_\nvotam junto com @jairbolsonaro na educação domiciliar #LulaOlivioPrettoRuas\n#DebateNaBandRS"
"1305496778519740416","2022-08-08T00:52:18Z","1556443146527166464","pt","0","Passei pelo RS e gostei Edegar Pretto falando Muito seguro #DebateNaBandRS"
"45842171","2022-08-08T00:47:59Z","1556442063192969216","pt","0","Edegar tá muito bem Postura ótima\n\n#LulaOlivioEdegarRuas\n#DebateNaBandRS"
"66259735","2022-08-08T00:52:10Z","1556443114092494850","pt","0","@EdegarPretto arrasou na defesa dos governos Olívio e @tarsogenro  Tá indo muito bem o meu candidato \nO PT governou o RS e nunca aumentou impostos pagou salários em dia pagou dívida com união e cresceu acima da média nacional Esse é o PT quando governa o RS"
"96461628","2022-08-08T00:50:36Z","1556442718901075968","pt","30","“O trabalhador com dinheiro bolso vai comprar mais consumir mais e aumentar demanda para roda da economia girar” @EdegarPretto ao lembrar ciclo de crescimento com distribuição de renda à época de @LulaOficial e @DilmaBR #DebatenaBandRS #LulaOlivioPrettoRuas"
"260855200","2022-08-08T00:52:51Z","1556443287548039170","pt","0","Eu ansiosa p ano que vem vai ser minha chance de ser uma adulta feliz com Edegar e Lula governo #LulaOlivioEdegarRuas #DebateNaBandRS"
"54411512","2022-08-08T00:49:02Z","1556442327035650049","es","0","Estamos com @RicardoJobim30 🧡\n\n#JobimNaBandRS #DebateNaBandRS "
"1433270554950311936","2022-08-08T00:48:22Z","1556442160148500480","pt","1","Petista fala Lula\nBolsonarista fala Bolsonaro\nArgenta fala apenas da Beira Rio Calçados \n\nNenhum deles fala RS\n\nSó o Eduardo Leite e Bogo conseguem apresentar um bom nível\n\n#DebateNaBandRS"
"165254874","2022-08-08T00:48:14Z","1556442124283158528","pt","2","Frente da Esperança  Nosso próximo governador Edegar Pretto #DebateNaBandRS\n#EdegarPrettoGovernador\n#OlívioSenador\n#LulaPresidente \n#LulaOlivioPrettoRuas "
"20342355","2022-08-08T00:48:17Z","1556442139449516039","pt","0","@EdegarPretto mostrando quem é quem nessa eleição\n#LulaOlivioEdegarRuas \n#DebateNaBandRS "
"1354149762312900610","2022-08-08T00:52:02Z","1556443082144481284","pt","0","@EdegarPretto é filho de agricultores familiares Veio cabo da enxada e desde cedo aprendeu o valor trabalho campo Edegar sempre percebeu dificuldades dos agricultores para comercializar seus produtos em outros municípios #LulaOlivioPrettoRuas #DebatenaBandRS"
"76329038","2022-08-08T00:52:01Z","1556443075932725249","pt","0","Nós vamos voltar governar o Brasil e o Rio Grande e não iremos mais aceitar conviver com vergonha que é população passando fome \n\n@EdegarPretto #DebateNaBandRS \n\n#LulaOlivioPrettoRuas"
"1083017623837777921","2022-08-08T00:52:33Z","1556443213086482432","pt","24","@EdegarPretto mostrando por que deve ser o novo Governador RS O Governo tem que ser contra privatizações gerar empregos e combater miséria nosso povo #DebateNaBandRS #LulaOlivioEdegarRuas"
"422814320","2022-08-08T00:52:30Z","1556443197429145600","pt","16","Ao contrário Leite @EdegarPretto é um homem de palavra e o que ele fala irá fazer Não à privatização que é nosso e é essencial #DebateNaBandRS #LulaOlivioPrettoRuas "
"1058037270186475521","2022-08-08T00:52:01Z","1556443074892632065","pt","0","Edegar reforçando que Leite RENUNCIOU \nJobim disse que Sartori e Leite aumentaram impostos afirma que Edegar votou pelo aumento de imposto e afirma que justificativa era compra das vacinas que não foi feita #DebateNaBandRS"
"1551931962889314305","2022-08-08T00:49:30Z","1556442444304113664","pt","0","Nosso pré-candidato ao governo estado  @EdegarPretto lembra da trajetória política de @PedroRuasPsol\nA educação tem destaque central programa de governo da chapa PT-PSOL\n\n#DebateNaBandRS"
"1129585003","2022-08-08T00:51:28Z","1556442939324243968","pt","0","@bandrs @Olivio_Dutra e @TarsoGenro não venderam patrimônio público não aumentaram impostos e fizeram pesados investimentos nos setores produtivos Dessa forma o PIB RS subiu acima da média PIB nacional naquele período #DebatenaBandRS #LulaOlivioPrettoRuas"
"1146268359253733377","2022-08-08T00:51:25Z","1556442924564578306","pt","0","@andrebattalhini @EduardoLeite_ O seu comentário é o mais sensato possíveldeduzo que não seja funcionário desse tirano nem recebe dinheiro da teta governo desse molequeparabénsporque os outros comentários todos são direcionados elogios para esse “garoto”que destruiu o Rio Grande Sul na pandemia"
"1480536192978456579","2022-08-08T00:51:17Z","1556442894055112705","pt","0","@EdegarPretto @EdegarPretto foi o mais votado partido nas três eleições em que participou e líder da bancada petista governo @TarsoGenro Em 2017 foi presidente da\n\n@AssembleiaRS e na última eleição fez votos em 473 municípios\n\n#LulaOlivioPrettoRuas #DebatenaBandRS"
"1186110115130335232","2022-08-08T00:50:31Z","1556442698827046912","pt","0","@Janaparaizo @GeneralMourao @v_c_anderson @RoLuchsinger @anavilarinol @Borges13Fatima @BobjackkR @dudahidalgo13 @ProfessoraIrni2 O RS já elegeu muitas vezes esquerda 18 foi fora da curva Eu estou confiante #Lula @EdegarPretto @PedroRuasPsol @OlivioDutraReal  pela esquerda pra derrubar essa direita HORROROSA"
"2746815627","2022-08-08T00:50:30Z","1556442696297889792","pt","0","@rafael_marasco @EduardoLeite_ Se deixou na mesma por que quando foi candidato primeiro mandato venceu com 90 dos votos na cidade de Pelotas"
"1068641519224147969","2022-08-08T00:49:36Z","1556442466647171073","pt","0","@Prof_AVanderlei @VieiraPDT Edegar e ele são os que melhores estão se saindo nesse debate Um está totalmente chapado e o outro infelizmente não apresenta planos somente vangloria o mito"
"126091135","2022-08-08T00:47:41Z","1556441985757634560","pt","1","Edegar representa um projeto de educação que coloca o tema como central para o desenvolvimento social Estado Ele traz um projeto de escolas reestruturadas servidores valorizados e um RS que tenha uma educação pública de qualidade \n\n#DebateNaBandRS #LulaOlivioPrettoRuas"
"612153535","2022-08-08T00:47:38Z","1556441974311452675","pt","0","@gaconstantinoo Cumprindo os 35 da RCL em educação sem contabilizar aposentadorias dos professores Mas precisa de deputados estaduais que fiscalizem isso ao invés de ficar fazendo conluio por carguitos\n#DebateNaBandRS"
"96461628","2022-08-08T00:47:27Z","1556441925737218050","qme","1","#DebatenaBandRS #LulaOlivioPrettoRuas "
"1025754612207443968","2022-08-08T00:47:26Z","1556441923015032833","pt","0","Noite de acompanhar o debate dos candidatos ao governo RS na Band TV Bora @EdegarPretto "
"78937684","2022-08-08T00:47:13Z","1556441870544343046","pt","3","@EdegarPretto é o candidato que tem como objetivo não deixar nenhuma criança passar fome e garantir uma educação de qualidade #DebateNaBandRS  #LulaOlivioPrettoRuas"
